DOI,Citation,Location,Site_ID,Biome,Discharge_m3s,CO2_flux_gCm2day,pH,Temperature_C,Internal_Pathway_gCm2day,External_Pathway_gCm2day,Source_Water,Source_Water_Brief,Unit_Conversions_Notes,Source,Biome_Category,Mean_Annual_Precipitation_cm_yr
10.1029/2022JG006954,"(Kirk & Cohen, 2023)","Santa Fe River network, north-central Florida, USA (southeastern coastal plain)",SF2800,"subtropical lowland fifth-order river, unconfined karst aquifer, minimal riparian wetlands",59.706,5.483,7.241,20.55,2.873,1.277,"Spring-fed, deep karst aquifer discharge bypassing riparian zone; confining unit eroded, discrete artesian Floridan springs dominate",Groundwater-fed,"Kirk all_daily_data.csv per-site daily values (n=82). GPP_O2=1.381, ER_O2=-9.041 gO2/m2/d. GPP_C=GPP_O2*12/32=0.518; ER_C=|ER|*12/32*1.0 (RQ=1.0)=3.390 gC/m2/d. Internal=ER_C-GPP_C; External=CO2_flux-Internal. External = RIP+TER+AQU directly from Kirk's own published mass-balance partition (RIP=0.494, TER=0.783, AQU=0.000 gC/m2/d; AQU=0 where not applicable/no spring input), per instructions section 8 -- NOT back-calculated as CO2_flux-Internal. CO2_flux = |fCO2| (Kirk's own modeled total evasion). Mass-balance residual (CO2_flux - (Internal+External)) = 1.333 gC/m2/d (Kirk's model also has an unassigned 'other' term not included here). Temperature_C = mean of temp.water column.",Kirk Supplement/all_daily_data.csv (per-site daily mass-balance model output),Subtropical,140
10.1029/2022JG006954,"(Kirk & Cohen, 2023)","Santa Fe River network, north-central Florida, USA (southeastern coastal plain)",SF700,"subtropical lowland blackwater third-order stream, confined aquifer, extensive riparian wetlands",0.867,3.608,5.09,17.41,1.575,2.532,"Shallow perched groundwater routed through riparian wetlands; Hawthorne confining unit forces lateral groundwater through organic-rich riparian soils (blackwater, low pH, high DOC)",Wetland seepage,"Kirk all_daily_data.csv per-site daily values (n=129). GPP_O2=0.041, ER_O2=-4.240 gO2/m2/d. GPP_C=GPP_O2*12/32=0.015; ER_C=|ER|*12/32*1.0 (RQ=1.0)=1.590 gC/m2/d. Internal=ER_C-GPP_C; External=CO2_flux-Internal. External = RIP+TER+AQU directly from Kirk's own published mass-balance partition (RIP=1.916, TER=0.616, AQU=0.000 gC/m2/d; AQU=0 where not applicable/no spring input), per instructions section 8 -- NOT back-calculated as CO2_flux-Internal. CO2_flux = |fCO2| (Kirk's own modeled total evasion). Mass-balance residual (CO2_flux - (Internal+External)) = -0.499 gC/m2/d (Kirk's model also has an unassigned 'other' term not included here). Temperature_C = mean of temp.water column.",Kirk Supplement/all_daily_data.csv (per-site daily mass-balance model output),Subtropical,140
10.1002/lno.11134,"(Lupon et al., 2019)","Krycklan catchment (67.9 km2), 50 km northwest of Umea, northern Sweden",C5-C6 reach,"boreal forest headwater stream (lake outlet), Scots pine/Norway spruce catchment",0.0056,4.2,5.4,NOT REPORTED,2.1,2.1,"Lake-outlet stream with discrete riparian groundwater inflow zones; begins ~100 m below Lake Stortjarn outlet, fed by five topographically-controlled groundwater inflow zones through boreal till/peat riparian soils",Groundwater-fed,"CO2_flux = 4.2 gC/m2/d, paper's own stated whole-study average evasion rate (Discussion, 'Scaling upstream C emissions'). pH = 5.4 (Study site section). Temperature_C NOT REPORTED: stream temperature was measured in the field but no numeric summary value appears in the accessible text. Discharge = midpoint of C5 station's during-study range (1.4-9.8 L/s) / 1000 = 0.0056 m3/s (C6 station range was 2.8-14.6 L/s; no single reach-mean Q given by the paper). External_Pathway = midpoint of groundwater's stated 34-66% CO2-input-contribution range (Results, 'Contribution of each source to stream C fluxes') = 50% x CO2_flux = 2.100 gC/m2/d. Internal_Pathway = CO2_flux - External = 2.100 gC/m2/d, per explicit user instruction. Note: the paper separately reports in-stream metabolism's own contribution as a 17-51% range (midpoint 34%, i.e. 1.428 gC/m2/d) -- this does not exactly equal the CO2_flux-minus-External figure above (2.100), since the two ranges are independently estimated and don't necessarily sum to 100%; this row uses the External-midpoint-then-subtract approach per instruction, not the separately-stated Internal range.",Discussion 'Scaling upstream C emissions' (CO2_flux) + Study site (pH) + Results 'Stream hydrology' (discharge) + Results 'Contribution of each source to stream C fluxes' (17-51% internal / 34-66% external ranges),Boreal,61.4
10.1007/s10533-022-00954-4,"(Marzolf et al., 2022)","La Selva Biological Station, Taconazo watershed (0.270 km2), Costa Rica",Taconazo (75 m study reach),"Neotropical lowland rainforest headwater stream, closed canopy",0.017,2.16,5.32,24.5,0.336,0.114,"Predominantly rain-fed/stormflow with modest deep-groundwater baseflow; ~4300 mm/yr rainfall, groundwater contributes only ~9-18% of discharge from a deep interbasin volcanic aquifer",Surface runoff,"Table 1 (discharge, pH, temperature) + Results 'Reach-scale CO2 fluxes' (median FCO2=0.18, NEP=0.028, GWCO2=0.0095 mol CO2/m2/d, all x12=gC/m2/d), hand-verified from PDF. Internal=NEP; External=GWCO2 (both independently measured, NOT back-calculated as a residual). Mass-balance residual (CO2_flux-(Internal+External))=1.710 gC/m2/d RETAINED per instructions section 7/9 -- paper states FCO2 is 'likely underestimated' due to reliance on seasonal (not continuous) gas-exchange measurements, and that headspace-based FCO2 estimates from the same stream (Oviedo-Vargas et al. 2015: dry season 0.9+/-0.4, wet season 0.6+/-0.3 mol C/m2/d) are closer in magnitude to the summed inputs. Temperature_C=24.5 is the study-period median (range 21.2-29.6, Table 1); the paper separately cites a long-term (1997-2015) mean of 25.1C (Ganong et al. 2015) for context.","Table 1 + Results 'Reach-scale CO2 fluxes', Marzolf et al. 2022",Tropical,400
10.5194/bg-19-137-2022,"(Moustapha et al., 2022)","Nyong watershed, Cameroon, Central Africa, including the first-order Mengong catchment and downstream river network from stream order 1 to 6",Awout_River,"tropical humid forested headwater, lateritic hillside groundwater seep",3.9,18.932,5.629,22.56,NOT REPORTED,NOT REPORTED,Lateritic-upland drainage with marshy/wetland influence; flows through a partially marshy riverbed (5.7% wetland catchment),Wetland seepage,"Moustapha Supplement.xlsx 'Feuil1' station means (n=16). pH, water temperature, and specific conductivity from supplement station means; pCO2 mean=15447 ppmv (context only). Discharge/CO2_flux/Internal/External filled from hand-verified PDF Table 1/Table 6 values (see VERIFIED_MOUSTAPHA_GAPFILL). CORRECTION (2026-08-03): these hand-verified Table 1/Table 6 values were computed by the pipeline's VERIFIED_MOUSTAPHA_GAPFILL recipe but never merged into this export -- filled in now. Discharge=3.9 m3/s (Table 1, stream order 3, 'Awout Messam' station). CO2_flux=Fdegas(order 3)/365=6910/365=18.932 gC/m2/d (Table 6). Internal/External remain NOT REPORTED: heterotrophic respiration incubations were only run at 2 of 6 stations (Mengong stream order 1 and Nyong at Mbalmayo order 5, per Methods), not here.","Moustapha Supplement.xlsx, 'Feuil1' sheet (station chemistry table) + Table 1 (discharge) + Table 6 (CO2 degassing, heterotrophic respiration), Moustapha et al. 2022",Tropical,165
10.5194/bg-19-137-2022,"(Moustapha et al., 2022)","Nyong watershed, Cameroon, Central Africa, including the first-order Mengong catchment and downstream river network from stream order 1 to 6",Nyong_Mbalmayo,"tropical humid forest, fifth-order river (Nyong main stem, western basin)",146,10.153,6.204,26.11,2.071,8.082,"Large mainstem river, well-drained lateritic upland dominated; minor wetland fraction (4.6% of catchment)",Surface runoff,"Moustapha Supplement.xlsx 'Feuil1' station means (n=22). pH, water temperature, and specific conductivity from supplement station means; pCO2 mean=11857 ppmv (context only). Discharge/CO2_flux/Internal/External filled from hand-verified PDF Table 1/Table 6 values (see VERIFIED_MOUSTAPHA_GAPFILL). CORRECTION (2026-08-03): these hand-verified Table 1/Table 6 values were computed by the pipeline's VERIFIED_MOUSTAPHA_GAPFILL recipe but never merged into this export -- filled in now. Discharge=146 m3/s (Table 1, stream order 5). CO2_flux=Fdegas(order 5)/365=3706/365=10.153 gC/m2/d (Table 6). Internal=heterotrophic respiration (pelagic+benthic, order 5, serum-bottle incubation, RQ n/a)/365=755.9/365=2.071 gC/m2/d (Table 6). External=CO2_flux-Internal=8.082 gC/m2/d (backcalculated residual, no independent per-station lateral-input flux reported).","Moustapha Supplement.xlsx, 'Feuil1' sheet (station chemistry table) + Table 1 (discharge) + Table 6 (CO2 degassing, heterotrophic respiration), Moustapha et al. 2022",Tropical,165
10.5194/bg-19-137-2022,"(Moustapha et al., 2022)","Nyong watershed, Cameroon, Central Africa, including the first-order Mengong catchment and downstream river network from stream order 1 to 6",Nyong_Olama,"tropical humid forest, sixth-order river (Nyong main stem near ocean outlet)",195,10.26,6.152,25.74,NOT REPORTED,NOT REPORTED,"Large mainstem river, well-drained lateritic upland dominated; minor wetland fraction (4.4% of catchment)",Surface runoff,"Moustapha Supplement.xlsx 'Feuil1' station means (n=22). pH, water temperature, and specific conductivity from supplement station means; pCO2 mean=11049 ppmv (context only). Discharge/CO2_flux/Internal/External filled from hand-verified PDF Table 1/Table 6 values (see VERIFIED_MOUSTAPHA_GAPFILL). CORRECTION (2026-08-03): these hand-verified Table 1/Table 6 values were computed by the pipeline's VERIFIED_MOUSTAPHA_GAPFILL recipe but never merged into this export -- filled in now. Discharge=195 m3/s (Table 1, stream order 6). CO2_flux=Fdegas(order 6)/365=3745/365=10.260 gC/m2/d (Table 6). Internal/External remain NOT REPORTED: heterotrophic respiration incubations were only run at 2 of 6 stations (Mengong stream order 1 and Nyong at Mbalmayo order 5, per Methods), not here.","Moustapha Supplement.xlsx, 'Feuil1' sheet (station chemistry table) + Table 1 (discharge) + Table 6 (CO2 degassing, heterotrophic respiration), Moustapha et al. 2022",Tropical,165
10.5194/bg-19-137-2022,"(Moustapha et al., 2022)","Nyong watershed, Cameroon, Central Africa, including the first-order Mengong catchment and downstream river network from stream order 1 to 6",Outlet_Mengong,"tropical humid forested headwater, lateritic hillside groundwater seep",0.009,14.641,5.635,22.97,0.785,13.856,Mixed hillside groundwater and wetland/riparian drainage; integrates hillside groundwater plus wetland-stream exchange and overland flow (20% wetland catchment),Mixed,"Moustapha Supplement.xlsx 'Feuil1' station means (n=19). pH, water temperature, and specific conductivity from supplement station means; pCO2 mean=15638 ppmv (context only). Discharge/CO2_flux/Internal/External filled from hand-verified PDF Table 1/Table 6 values (see VERIFIED_MOUSTAPHA_GAPFILL). CORRECTION (2026-08-03): these hand-verified Table 1/Table 6 values were computed by the pipeline's VERIFIED_MOUSTAPHA_GAPFILL recipe but never merged into this export -- filled in now. Discharge=0.009 m3/s (Table 1, stream order 1). CO2_flux=Fdegas(order 1)/365=5344/365=14.641 gC/m2/d (Table 6). Internal=heterotrophic respiration (pelagic+benthic, order 1, serum-bottle incubation, RQ n/a)/365=286.4/365=0.785 gC/m2/d (Table 6). External=CO2_flux-Internal=13.856 gC/m2/d (backcalculated residual, no independent per-station lateral-input flux reported).","Moustapha Supplement.xlsx, 'Feuil1' sheet (station chemistry table) + Table 1 (discharge) + Table 6 (CO2 degassing, heterotrophic respiration), Moustapha et al. 2022",Tropical,165
10.5194/bg-19-137-2022,"(Moustapha et al., 2022)","Nyong watershed, Cameroon, Central Africa, including the first-order Mengong catchment and downstream river network from stream order 1 to 6",So'o_River,"tropical humid forested headwater, lateritic hillside groundwater seep",35.6,14.466,6.054,23.91,NOT REPORTED,NOT REPORTED,Lateritic-upland drainage with marshy/wetland influence; main left-bank tributary (5.3% wetland catchment),Wetland seepage,"Moustapha Supplement.xlsx 'Feuil1' station means (n=22). pH, water temperature, and specific conductivity from supplement station means; pCO2 mean=12169 ppmv (context only). Discharge/CO2_flux/Internal/External filled from hand-verified PDF Table 1/Table 6 values (see VERIFIED_MOUSTAPHA_GAPFILL). CORRECTION (2026-08-03): these hand-verified Table 1/Table 6 values were computed by the pipeline's VERIFIED_MOUSTAPHA_GAPFILL recipe but never merged into this export -- filled in now. Discharge=35.6 m3/s (Table 1, stream order 4, 'Pont So'o' station). CO2_flux=Fdegas(order 4)/365=5280/365=14.466 gC/m2/d (Table 6). Internal/External remain NOT REPORTED: heterotrophic respiration incubations were only run at 2 of 6 stations (Mengong stream order 1 and Nyong at Mbalmayo order 5, per Methods), not here.","Moustapha Supplement.xlsx, 'Feuil1' sheet (station chemistry table) + Table 1 (discharge) + Table 6 (CO2 degassing, heterotrophic respiration), Moustapha et al. 2022",Tropical,165
10.5194/bg-19-137-2022,"(Moustapha et al., 2022)","Nyong watershed, Cameroon, Central Africa, including the first-order Mengong catchment and downstream river network from stream order 1 to 6",Source_Mengong,"tropical humid forested headwater, lateritic hillside groundwater seep",0.00544,NOT REPORTED,5.036,23.25,NOT REPORTED,NOT REPORTED,Perennial hillside groundwater spring; emerges from a thick lateritic hillside aquifer at a non-flooded forest spring,Groundwater-fed,"Moustapha Supplement.xlsx 'Feuil1' station means (n=22). pH, water temperature, and specific conductivity from supplement station means; pCO2 mean=78812 ppmv (context only). Discharge/CO2_flux/Internal/External filled from hand-verified PDF Table 1/Table 6 values (see VERIFIED_MOUSTAPHA_GAPFILL). CORRECTION (2026-08-03): these hand-verified Table 1/Table 6 values were computed by the pipeline's VERIFIED_MOUSTAPHA_GAPFILL recipe but never merged into this export -- filled in now. Discharge=0.00544 m3/s = Qhill (Table 1, Eq. 1), the non-flooded-forest-groundwater end-member, not a stream reach with a measured CO2 degassing rate -- CO2_flux/Internal/External remain NOT REPORTED.","Moustapha Supplement.xlsx, 'Feuil1' sheet (station chemistry table) + Table 1 (discharge) + Table 6 (CO2 degassing, heterotrophic respiration), Moustapha et al. 2022",Tropical,165
10.5194/bg-22-4923-2025,"(Nguyen et al., 2025)","Loire River at Dampierre (47.6N, 2.6E), France, 564 km from source, 36,000 km2 catchment",1990-2000 (phytoplankton-dominated),"large temperate 8th-order lowland river, anabranching fluvial pattern; catchment forest (42%)/pasture (35%)/agriculture (21%)",301,2.825,8.2,13,0.063,2.762,"Large mixed river: tributary/surface-fed with significant groundwater-derived alkalinity; 8th-order anabranching Loire channel draining volcanic/granitic and carbonate basins, alkalinity shaped by groundwater-carbonate dissolution especially below the Allier confluence; side-channels provide seasonal floodplain surface-water connectivity",Mixed,"Table 1 'All states' column (whole-river annual mean +/- sd across all four trophlux sub-states, N=10 or 11 years per decade), decade periods delineated by the paper's own change-point analysis (~2000/2008 for FCO2, ~1995/2011 for NEP). FCO2=1031, -NEP=23, External CO2=1008 gC/m2/yr, each /365 = gC/m2/d. Internal_Pathway=-NEP is the paper's own carbon-referenced metabolic flux (GPP/ER converted 1:1 O2:C by the authors, cross-checked here: this period's reported GPP-ER matches Table 1's -NEP exactly) -- NOT re-run through this pipeline's RQ=1.0 O2-based formula (would double-convert). External_Pathway = paper's own stated 'External CO2 = FCO2 + NEP' (Table 1 footnote, algebraically identical to this pipeline's usual CO2_flux-Internal backcalc). Discharge and Temperature_C = Table 1 'All states' annual mean (Temperature_C is the paper's own hourly water-temperature dataset, per Methods 'hourly data of pH, temperature, ... were extracted'). pH NOT REPORTED: measured hourly and used as pCO2SYS input, but only a QC sanity bound ('pH ranges from 6 to 10', Methods/Supplement S2) appears anywhere in the accessible text -- no reported mean/median.","Table 1 ('All states' column) + Results 3.1 (GPP/ER cross-check), Nguyen et al. 2025",Temperate,66
10.5194/bg-22-4923-2025,"(Nguyen et al., 2025)","Loire River at Dampierre (47.6N, 2.6E), France, 564 km from source, 36,000 km2 catchment",2001-2010 (transition),"large temperate 8th-order lowland river, anabranching fluvial pattern; catchment forest (42%)/pasture (35%)/agriculture (21%)",323,4.203,8.2,13,0.444,3.759,"Large mixed river: tributary/surface-fed with significant groundwater-derived alkalinity; 8th-order anabranching Loire channel draining volcanic/granitic and carbonate basins, alkalinity shaped by groundwater-carbonate dissolution especially below the Allier confluence; side-channels provide seasonal floodplain surface-water connectivity",Mixed,"Table 1 'All states' column (whole-river annual mean +/- sd across all four trophlux sub-states, N=10 or 11 years per decade), decade periods delineated by the paper's own change-point analysis (~2000/2008 for FCO2, ~1995/2011 for NEP). FCO2=1534, -NEP=162, External CO2=1372 gC/m2/yr, each /365 = gC/m2/d. Internal_Pathway=-NEP is the paper's own carbon-referenced metabolic flux (GPP/ER converted 1:1 O2:C by the authors, cross-checked here: this period's reported GPP-ER matches Table 1's -NEP exactly) -- NOT re-run through this pipeline's RQ=1.0 O2-based formula (would double-convert). External_Pathway = paper's own stated 'External CO2 = FCO2 + NEP' (Table 1 footnote, algebraically identical to this pipeline's usual CO2_flux-Internal backcalc). Discharge and Temperature_C = Table 1 'All states' annual mean (Temperature_C is the paper's own hourly water-temperature dataset, per Methods 'hourly data of pH, temperature, ... were extracted'). pH NOT REPORTED: measured hourly and used as pCO2SYS input, but only a QC sanity bound ('pH ranges from 6 to 10', Methods/Supplement S2) appears anywhere in the accessible text -- no reported mean/median.","Table 1 ('All states' column) + Results 3.1 (GPP/ER cross-check), Nguyen et al. 2025",Temperate,66
10.5194/bg-22-4923-2025,"(Nguyen et al., 2025)","Loire River at Dampierre (47.6N, 2.6E), France, 564 km from source, 36,000 km2 catchment",2011-2021 (macrophyte-dominated),"large temperate 8th-order lowland river, anabranching fluvial pattern; catchment forest (42%)/pasture (35%)/agriculture (21%)",277,2.118,8.2,14,0.822,1.293,"Large mixed river: tributary/surface-fed with significant groundwater-derived alkalinity; 8th-order anabranching Loire channel draining volcanic/granitic and carbonate basins, alkalinity shaped by groundwater-carbonate dissolution especially below the Allier confluence; side-channels provide seasonal floodplain surface-water connectivity",Mixed,"Table 1 'All states' column (whole-river annual mean +/- sd across all four trophlux sub-states, N=10 or 11 years per decade), decade periods delineated by the paper's own change-point analysis (~2000/2008 for FCO2, ~1995/2011 for NEP). FCO2=773, -NEP=300, External CO2=472 gC/m2/yr, each /365 = gC/m2/d. Internal_Pathway=-NEP is the paper's own carbon-referenced metabolic flux (GPP/ER converted 1:1 O2:C by the authors, cross-checked here: this period's reported GPP-ER matches Table 1's -NEP exactly) -- NOT re-run through this pipeline's RQ=1.0 O2-based formula (would double-convert). External_Pathway = paper's own stated 'External CO2 = FCO2 + NEP' (Table 1 footnote, algebraically identical to this pipeline's usual CO2_flux-Internal backcalc). Discharge and Temperature_C = Table 1 'All states' annual mean (Temperature_C is the paper's own hourly water-temperature dataset, per Methods 'hourly data of pH, temperature, ... were extracted'). pH NOT REPORTED: measured hourly and used as pCO2SYS input, but only a QC sanity bound ('pH ranges from 6 to 10', Methods/Supplement S2) appears anywhere in the accessible text -- no reported mean/median.","Table 1 ('All states' column) + Results 3.1 (GPP/ER cross-check), Nguyen et al. 2025",Temperate,66
10.1002/lno.70372,"(Rexroade et al., 2026)","Education Creek, Litchfield National Park, Northern Territory, Australia (seasonal wet-dry tropics)",EC (upstream),tropical savanna headwater stream with seasonally flooded upland wetlands,0.0268,9.34,4.642,27.06,0.321,9.019,"Groundwater-fed, sandstone-aquifer baseflow plus seasonal wetland surface flow; perennial stream atop a porous sandstone plateau, upstream sub-catchment is seasonally flooded upland wetland",Groundwater-fed,"Rexoade pH.csv per-site pH (n=13); Timeseries.csv Q.up (10-min, mean/1000=m3/s), Temp.up (Temperature_C) (n=397). GPP_O2=0.101, ER_O2=-0.957 gO2/m2/d. GPP_C=GPP_O2*12/32=0.038; ER_C=|ER|*12/32*1.0 (RQ=1.0)=0.359 gC/m2/d. Internal=ER_C-GPP_C; External=CO2_flux-Internal. CO2_flux from Rexroade/CO2endmembers.csv: mean CO2.atm (n=366, g C-CO2/d TOTAL whole-reach) / 2720 m2 (area per instructions section 7) = 9.340 gC/m2/d. Reach-level flux and metabolism -- paper does not split CO2_flux or GPP/ER per site, so identical Internal/External/CO2_flux applied to both EC and EC.DS; only pH, Temperature_C, and Q differ by site. FLAG: BACKCALC","Rexoade pH.csv + Rexroade/{MetabolismOutput,CO2endmembers,Timeseries}.csv",Tropical,154.5
10.1002/lno.70372,"(Rexroade et al., 2026)","Education Creek, Litchfield National Park, Northern Territory, Australia (seasonal wet-dry tropics)",EC.DS (downstream),tropical savanna headwater stream with seasonally flooded upland wetlands,0.0531,9.34,5.079,26.68,0.321,9.019,"Same groundwater-fed sandstone-aquifer system, integrating additional lateral riparian/hyporheic and shallow groundwater inputs downstream",Groundwater-fed,"Rexoade pH.csv per-site pH (n=14); Timeseries.csv Q.dn (10-min, mean/1000=m3/s), Temp.dn (Temperature_C) (n=397). GPP_O2=0.101, ER_O2=-0.957 gO2/m2/d. GPP_C=GPP_O2*12/32=0.038; ER_C=|ER|*12/32*1.0 (RQ=1.0)=0.359 gC/m2/d. Internal=ER_C-GPP_C; External=CO2_flux-Internal. CO2_flux from Rexroade/CO2endmembers.csv: mean CO2.atm (n=366, g C-CO2/d TOTAL whole-reach) / 2720 m2 (area per instructions section 7) = 9.340 gC/m2/d. Reach-level flux and metabolism -- paper does not split CO2_flux or GPP/ER per site, so identical Internal/External/CO2_flux applied to both EC and EC.DS; only pH, Temperature_C, and Q differ by site. FLAG: BACKCALC","Rexoade pH.csv + Rexroade/{MetabolismOutput,CO2endmembers,Timeseries}.csv",Tropical,154.5
10.1111/gcb.14895,"(Rocher-Ros et al., 2019)","Miellajokka catchment, northern Sweden (near Abisko), Arctic tundra and mountain birch forest streams",M1,Arctic/subarctic mountain birch forest headwater stream,4.5132,1.311,7.5,7.62,2.423,-1.112,"Snowmelt-driven spring flood plus tundra/permafrost baseflow, minimal local groundwater; mountain birch forest reach below the tree line, site selected for minimal groundwater input immediately upstream",Glacial/snow melt,"Rocher Ros Supplement.csv, per-site daily values (GPP.50/ER.50 medians) (n=39). GPP_O2=0.552, ER_O2=-7.012 gO2/m2/d. GPP_C=GPP_O2*12/32=0.207; ER_C=|ER|*12/32*1.0 (RQ=1.0)=2.629 gC/m2/d. Internal=ER_C-GPP_C; External=CO2_flux-Internal. Q from discharge.l.s (L/s) / 1000 = m3/s. CO2_flux = mean FCO2.gC.d (already gC/m2/d). Temperature_C = mean of temp.c column. FLAG: BACKCALC",Rocher-Ros Supplement.csv (per-site daily metabolism/FCO2 table),Arctic,33.7
10.1111/gcb.14895,"(Rocher-Ros et al., 2019)","Miellajokka catchment, northern Sweden (near Abisko), Arctic tundra and mountain birch forest streams",M10,Arctic tundra headwater stream,0.3355,0.756,7.5,6.75,1.33,-0.574,"Snowmelt-driven spring flood plus tundra/permafrost baseflow, minimal local groundwater; tundra-heath reach above the tree line, site selected for minimal groundwater input immediately upstream",Glacial/snow melt,"Rocher Ros Supplement.csv, per-site daily values (GPP.50/ER.50 medians) (n=88). GPP_O2=0.739, ER_O2=-4.287 gO2/m2/d. GPP_C=GPP_O2*12/32=0.277; ER_C=|ER|*12/32*1.0 (RQ=1.0)=1.607 gC/m2/d. Internal=ER_C-GPP_C; External=CO2_flux-Internal. Q from discharge.l.s (L/s) / 1000 = m3/s. CO2_flux = mean FCO2.gC.d (already gC/m2/d). Temperature_C = mean of temp.c column. FLAG: BACKCALC",Rocher-Ros Supplement.csv (per-site daily metabolism/FCO2 table),Arctic,33.7
10.1111/gcb.14895,"(Rocher-Ros et al., 2019)","Miellajokka catchment, northern Sweden (near Abisko), Arctic tundra and mountain birch forest streams",M16,Arctic/subarctic mountain birch forest headwater stream,0.0945,2.652,7.5,6.94,2.131,0.521,"Snowmelt-driven spring flood plus tundra/permafrost baseflow, minimal local groundwater; mountain birch forest reach below the tree line, site selected for minimal groundwater input immediately upstream",Glacial/snow melt,"Rocher Ros Supplement.csv, per-site daily values (GPP.50/ER.50 medians) (n=46). GPP_O2=0.645, ER_O2=-6.327 gO2/m2/d. GPP_C=GPP_O2*12/32=0.242; ER_C=|ER|*12/32*1.0 (RQ=1.0)=2.372 gC/m2/d. Internal=ER_C-GPP_C; External=CO2_flux-Internal. Q from discharge.l.s (L/s) / 1000 = m3/s. CO2_flux = mean FCO2.gC.d (already gC/m2/d). Temperature_C = mean of temp.c column. FLAG: BACKCALC",Rocher-Ros Supplement.csv (per-site daily metabolism/FCO2 table),Arctic,33.7
10.1111/gcb.14895,"(Rocher-Ros et al., 2019)","Miellajokka catchment, northern Sweden (near Abisko), Arctic tundra and mountain birch forest streams",M17,Arctic tundra first-order headwater stream,0.0119,1.437,7.5,5.81,1.162,0.275,"Snowmelt-driven spring flood plus tundra/permafrost baseflow, minimal local groundwater; tundra-heath reach above the tree line, site selected for minimal groundwater input immediately upstream",Glacial/snow melt,"Rocher Ros Supplement.csv, per-site daily values (GPP.50/ER.50 medians) (n=53). GPP_O2=0.505, ER_O2=-3.604 gO2/m2/d. GPP_C=GPP_O2*12/32=0.189; ER_C=|ER|*12/32*1.0 (RQ=1.0)=1.352 gC/m2/d. Internal=ER_C-GPP_C; External=CO2_flux-Internal. Q from discharge.l.s (L/s) / 1000 = m3/s. CO2_flux = mean FCO2.gC.d (already gC/m2/d). Temperature_C = mean of temp.c column. FLAG: BACKCALC",Rocher-Ros Supplement.csv (per-site daily metabolism/FCO2 table),Arctic,33.7
10.1111/gcb.14895,"(Rocher-Ros et al., 2019)","Miellajokka catchment, northern Sweden (near Abisko), Arctic tundra and mountain birch forest streams",M6,Arctic tundra headwater stream,0.105,1.536,7.5,5.91,1.925,-0.389,"Snowmelt-driven spring flood plus tundra/permafrost baseflow, minimal local groundwater; tundra-heath reach above the tree line, site selected for minimal groundwater input immediately upstream",Glacial/snow melt,"Rocher Ros Supplement.csv, per-site daily values (GPP.50/ER.50 medians) (n=132). GPP_O2=0.401, ER_O2=-5.534 gO2/m2/d. GPP_C=GPP_O2*12/32=0.150; ER_C=|ER|*12/32*1.0 (RQ=1.0)=2.075 gC/m2/d. Internal=ER_C-GPP_C; External=CO2_flux-Internal. Q from discharge.l.s (L/s) / 1000 = m3/s. CO2_flux = mean FCO2.gC.d (already gC/m2/d). Temperature_C = mean of temp.c column. FLAG: BACKCALC",Rocher-Ros Supplement.csv (per-site daily metabolism/FCO2 table),Arctic,33.7
10.1111/gcb.14895,"(Rocher-Ros et al., 2019)","Miellajokka catchment, northern Sweden (near Abisko), Arctic tundra and mountain birch forest streams",M9,Arctic tundra headwater stream,0.7786,1.336,7.5,7.87,1.048,0.288,"Snowmelt-driven spring flood plus tundra/permafrost baseflow, minimal local groundwater; tundra-heath reach above the tree line, site selected for minimal groundwater input immediately upstream",Glacial/snow melt,"Rocher Ros Supplement.csv, per-site daily values (GPP.50/ER.50 medians) (n=135). GPP_O2=0.641, ER_O2=-3.437 gO2/m2/d. GPP_C=GPP_O2*12/32=0.240; ER_C=|ER|*12/32*1.0 (RQ=1.0)=1.289 gC/m2/d. Internal=ER_C-GPP_C; External=CO2_flux-Internal. Q from discharge.l.s (L/s) / 1000 = m3/s. CO2_flux = mean FCO2.gC.d (already gC/m2/d). Temperature_C = mean of temp.c column. FLAG: BACKCALC",Rocher-Ros Supplement.csv (per-site daily metabolism/FCO2 table),Arctic,33.7
